[1] "Asian_European,93, 0, 46,27, 0, 50,0.000999500249875062"
[1] "Smoking.status..Past.0..Current.1..Never.2.,28, 4, 107,23, 7, 47,0.0279860069965017"
[1] "MMRC_score,1,1.58481910124075,2,1.90396445659604,0.0498038513791796"
[1] "Total_IgE,33,47264.9034230007,109.5,80849.0696377307,0.0191987804597445"
[1] "Galactomannan,0.126920931,1.54044017269902,0.069950739,0.422708153851501,0.0147910625593086"
[1] "Eotaxin,0.304726191,35.2340673022906,0.067622329,30.8239752656138,0.0251642935278108"
[1] "GM.CSF,1.144219128,5.05517693987582,0.526656717,2.3165424349689,0.00836000025075839"
[1] "IFNg,0.613370991,25953.9840686699,0.384009054,10.078350952892,0.0169733876338156"
[1] "IL.10,0.3438710425,35.5848129139653,0.02864714,23.9808511823866,0.0136658190689559"
[1] "IL.1b,78.33409902,219336.971233806,28.78208415,85906.887245572,0.00519857559962857"
[1] "IL.2,0.1343462585,0.143483218252933,0.03942909,0.192341795740985,0.0362365129539898"
[1] "IL.7,0.822154694,3.15860261223601,1.505739223,5.59343168290551,0.00984120174223329"
[1] "IL.8,860.7312364,3524801.08673768,335.4206374,1785310.86804184,0.000119424755636091"
[1] "MIP.1a,4.812561704,459.548886447709,2.723180099,31.6751582150281,0.000617904141314912"
[1] "MIP.1b,7.8829283585,934.171221800381,3.622158395,35.4198192215209,7.98797533440894e-07"
[1] "PDGF.AB.BB,1.8957925805,21.269949070402,0.995715907,8.19649098503629,0.0038262652476361"
[1] "TNFa,32.795859265,43414.2209997323,9.025724261,3786.06826501906,9.20183308831909e-05"
