[1] "BMI.kg.m2.,20.25,22.6324077712939,26.4,44.3561042333948,NA,NA,NA,NA,7.63230015679458e-07"
[1] "Asian_European,105, 0, 29,15, 0, 68,0, 0, 0,0, 0, 0,0.000499750124937531"
[1] "Smoking.status..Past.0..Current.1..Never.2.,23, 6, 105,29, 5, 49,0, 0, 0,0, 0, 0,0.00899550224887556"
[1] "A.terreus_conidial_burden_qPCR,1186.5,975610627.86658,3167,134639054.094778,NA,NA,NA,NA,0.000269449898585132"
[1] "MMRC_score,1,1.37184378857592,2,1.88128122245078,NA,NA,NA,NA,6.25526505061083e-06"
[1] "No_of_exacerbations_1yr_before_study,1,3.63174727864437,2,6.6303261827799,NA,NA,NA,NA,2.46620859753126e-05"
[1] "Disease_severity,8, 54, 72,11, 16, 56,0, 0, 0,0, 0, 0,0.00149925037481259"
[1] "Inhaled.corticosteroids..Yes.0..No.1.,35, 99,41, 42,0, 0,0, 0,0.000709603302395561"
[1] "Mucolytic..Yes.0..No.1.,48, 86,16, 67,0, 0,0, 0,0.00958972752773075"
[1] "Galactomannan,0.2219127205,1.55333572903056,0.069950739,0.635838833122182,NA,NA,NA,NA,0.0449442872057976"
[1] "Eotaxin,0.350747189,20.1797584634211,0.060524315,54.643602612108,NA,NA,NA,NA,0.000195796306649818"
[1] "IL.3,0.087769564,0.209695249052638,0.020170397,0.09038896654853,NA,NA,NA,NA,0.0256700461962696"
[1] "IL.8,838.91920605,2349202.51725913,486.23268415,16915543.26084,NA,NA,NA,NA,0.00801494141622588"
[1] "MIP.1a,4.2783763,481.278314277209,2.664207893,36.1841849901122,NA,NA,NA,NA,0.00739231487073672"
[1] "MIP.1b,7.094176887,981.679536018865,3.936360418,47.4215223706393,NA,NA,NA,NA,0.00184730914841711"
[1] "PDGF.AB.BB,2.091780777,23.6571997192702,1.012999908,4.55781087184517,NA,NA,NA,NA,0.00169118831942094"
[1] "TNFa,31.76480279,45362.1361816652,12.83876025,24751.8307955155,NA,NA,NA,NA,0.0275264079376457"
