PatientID,Candida,Saccharomyces,Curvularia,Hanseniaspora,Cryptococcus,Naganishia,Debaryomyces,unidentified,Lodderomyces,Aureobasidium,Mycosphaerella,Meyerozyma,Pichia,Alternaria,Kabatiella,Cladosporium,Cylindrium,Millerozyma,Botrytis,Baeospora,Piptoporus,Kazachstania,Neurospora,Rhodotorula,Trametes,Resinicium,Vishniacozyma,Malassezia,Aspergillus,Blumeria,Bullera,Hymenoscyphus,Ogataea,Wallemia,Zygosaccharomyces,Wickerhamomyces,Hyphopichia,Itersonilia,Clavispora,Phlebia,Exophiala,Byssochlamys,Fusarium,Strobilurus,Bipolaris,Kluyveromyces,Ramularia,Cadophora,Monographella,Pyrenophora,Pyronema,Guehomyces,Microdochium,Eremothecium,Didymella,Tintelnotia,Dioszegia,Nakaseomyces,Torulaspora,Coniochaeta,Phyllosticta,Pycnoporus,Kuraishia,Sugiyamaella,Phaeosphaeria,Plenodomus,Polyscytalum,label
394_BSL,89.41176470588235,8.996539792387544,0.16147635524798157,0.2076124567474048,0.09227220299884659,0.06920415224913494,0.09227220299884659,0.023068050749711647,0.8996539792387545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023068050749711647,0.0,0.0,0.0,0.023068050749711647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BSL
394_EX1,70.73170731707317,8.292682926829267,15.609756097560973,0.0,1.4634146341463414,0.4878048780487804,0.0,0.4878048780487804,1.9512195121951217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,0.0,EX1
394_P1,62.86679087098276,6.40428504890545,24.720540288775037,1.1178388448998604,2.1891010712622263,0.046576618537494174,0.058220773171867725,0.8267349790405217,0.38425710293432697,0.0,0.06986492780624128,0.0,0.0,0.15137401024685607,0.128085700978109,0.06986492780624128,0.20959478341872384,0.0,0.011644154634373544,0.0,0.011644154634373544,0.011644154634373544,0.0,0.0,0.06986492780624128,0.0,0.0,0.046576618537494174,0.40754541220307405,0.0,0.011644154634373544,0.03493246390312064,0.0,0.0,0.023288309268747087,0.0,0.0,0.011644154634373544,0.0,0.0,0.0,0.058220773171867725,0.0,0.0,0.011644154634373544,0.0,0.011644154634373544,0.0,0.0,0.011644154634373544,0.0,0.0,0.0,0.011644154634373544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011644154634373544,0.0,P1
425_BSL,78.68553811659194,6.292040358744394,10.047645739910314,0.019618834080717486,0.005605381165919282,0.005605381165919282,0.008408071748878924,0.008408071748878924,0.70347533632287,0.0,0.0,0.0,0.0,0.02242152466367713,0.0,0.03643497757847534,0.0,3.8789237668161434,0.002802690582959641,0.0,0.0,0.005605381165919282,0.0,0.0,0.11210762331838565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008408071748878924,0.0,0.002802690582959641,0.0,0.008408071748878924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005605381165919282,0.0,0.0,0.13452914798206278,0.0,0.0,0.0,0.0,0.0,0.002802690582959641,0.0,0.0,0.0,0.0,0.002802690582959641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BSL
425_EX1,68.87417218543047,9.933774834437086,1.3245033112582782,6.622516556291391,3.3112582781456954,0.6622516556291391,0.0,0.0,2.6490066225165565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6622516556291391,0.0,0.6622516556291391,4.635761589403973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EX1
425_P1,84.49157303370788,2.1207865168539333,5.949438202247192,0.005617977528089888,0.3370786516853933,0.002808988764044944,0.005617977528089888,0.06741573033707865,0.8651685393258428,0.002808988764044944,0.0,0.0,0.0,0.04213483146067416,0.0,0.10955056179775281,0.0,0.0,0.0,3.2977528089887644,2.5533707865168545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002808988764044944,0.0,0.008426966292134831,0.0,0.005617977528089888,0.0,0.0,0.05617977528089889,0.0,0.0,0.04775280898876405,0.0,0.0,0.002808988764044944,0.0,0.0,0.019662921348314606,0.002808988764044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002808988764044944,0.0,P1
515_BSL,61.65817011000806,6.367945622037384,25.105088990251318,1.144799212950541,1.8245237456399246,0.0,0.017887487702352205,0.6528933011358554,0.4203559610052768,0.008943743851176102,0.017887487702352205,0.008943743851176102,0.06260620695823271,0.044718719255880515,0.053662463107056614,0.053662463107056614,0.10732492621411323,0.008943743851176102,0.017887487702352205,0.0,0.0,0.017887487702352205,0.008943743851176102,0.0,0.017887487702352205,0.0,0.0,0.017887487702352205,1.7887487702352205,0.0,0.026831231553528307,0.0,0.0,0.0,0.0,0.026831231553528307,0.0,0.0,0.0,0.008943743851176102,0.0,0.438243448707629,0.0,0.0,0.017887487702352205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017887487702352205,0.008943743851176102,0.0,0.0,0.0,0.0,0.0,0.0,0.017887487702352205,0.0,0.0,0.008943743851176102,BSL
515_EX1,62.41720723796518,9.224991464663708,22.383065892796175,0.8603618982587914,2.8473881870945714,0.006828269033799931,0.006828269033799931,0.7989074769545921,0.44383748719699556,0.020484807101399796,0.10242403550699897,0.020484807101399796,0.0,0.1911915329463981,0.13656538067599863,0.12290884260839877,0.18436326391259816,0.0,0.020484807101399796,0.0,0.0,0.006828269033799931,0.04096961420279959,0.0,0.03414134516899966,0.0,0.0,0.03414134516899966,0.0,0.006828269033799931,0.006828269033799931,0.027313076135199725,0.0,0.0,0.013656538067599863,0.0,0.0,0.013656538067599863,0.0,0.0,0.0,0.0,0.0,0.0,0.020484807101399796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006828269033799931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EX1
515_P1,4.779189352692075,79.71985667085487,0.5258504351063333,0.03257480571455163,14.086276699706824,0.009307087347014752,0.0,0.018614174694029505,0.10703150449066964,0.581692959188422,0.0,0.0,0.0,0.004653543673507376,0.0,0.004653543673507376,0.0,0.0,0.0,0.0,0.0,0.03257480571455163,0.0,0.0,0.004653543673507376,0.0,0.0,0.0,0.0,0.004653543673507376,0.0,0.0,0.03257480571455163,0.0,0.02792126204104425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018614174694029505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004653543673507376,0.0,0.0,0.0,0.004653543673507376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1
540_BSL,14.615554573574899,81.5363087347179,1.5245249668581526,1.8007070260715863,0.01472970982471645,0.0036824274561791125,0.0036824274561791125,0.011047282368537338,0.261452349388717,0.0,0.0,0.0,0.0,0.0036824274561791125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589188392988658,0.0,0.0,0.0,0.0,0.0,0.06996612166740314,0.0,0.0,0.0,0.0,0.01472970982471645,0.0,0.05155398438650758,0.0,0.0036824274561791125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036824274561791125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036824274561791125,0.0,0.0,0.0,0.0036824274561791125,0.01472970982471645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BSL
540_EX1,60.937499999999986,8.612302110817941,24.488786279683374,1.4182058047493402,2.218007915567282,0.0041226912928759895,0.0371042216358839,0.7956794195250657,0.5112137203166227,0.0041226912928759895,0.08657651715039577,0.02473614775725593,0.0,0.2185026385224274,0.11543535620052768,0.11543535620052768,0.18139841688654354,0.0,0.0041226912928759895,0.0,0.0,0.032981530343007916,0.02473614775725593,0.0,0.02473614775725593,0.0,0.0,0.02473614775725593,0.0,0.0,0.0041226912928759895,0.0,0.016490765171503958,0.0,0.0041226912928759895,0.02473614775725593,0.008245382585751979,0.0,0.0,0.0,0.020613456464379946,0.0,0.0,0.0,0.008245382585751979,0.0041226912928759895,0.0,0.0,0.0,0.008245382585751979,0.0,0.0,0.0,0.0,0.0,0.0041226912928759895,0.0041226912928759895,0.0041226912928759895,0.0,0.0,0.0041226912928759895,0.0,0.0,0.0,0.0,0.0041226912928759895,0.0,EX1
540_P1,0.8605123575217245,98.77553323552648,0.01692811195124704,0.1410675995937253,0.0028213519918745063,0.0,0.0028213519918745063,0.0,0.031034871910619575,0.0,0.0,0.0,0.0,0.0028213519918745063,0.0,0.0,0.0,0.0,0.014106759959372533,0.0,0.0,0.0423202798781176,0.0,0.0,0.011285407967498025,0.0,0.0,0.0,0.0028213519918745063,0.0,0.0,0.0,0.03385622390249408,0.0,0.03667757589436859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005642703983749013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00846405597562352,0.0,0.0,0.0,0.005642703983749013,0.0028213519918745063,0.0,0.0,0.0,0.0,0.0028213519918745063,0.0,0.0,0.0,P1
1111_BSL,4.9169608996992284,91.10762390479927,0.6407741598012293,0.06538511834706422,0.026154047338825686,0.0,0.013077023669412843,1.2684712959330458,0.0915391656858899,0.0,0.0,0.0,0.0,0.039231071008238534,0.0,0.3269255917353211,0.0,0.0,0.0,0.0,0.0,0.0915391656858899,0.0,0.11769321302471558,0.14384726036354126,0.40538773375179804,0.06538511834706422,0.0,0.0,0.0,0.23538642604943116,0.0,0.0,0.0,0.1830783313717798,0.0,0.0,0.0915391656858899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10461618935530274,0.0,0.0,0.0,0.013077023669412843,0.013077023669412843,0.013077023669412843,0.0,0.0,0.026154047338825686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BSL
1111_EX1,63.28451882845189,8.357190046245321,22.32988328561991,1.7562210966747416,2.031490861043823,0.027526976436908178,0.06606474344857961,0.7817661308081922,0.5064963664391106,0.005505395287381636,0.0770755340233429,0.044043162299053085,0.0,0.1376348821845409,0.1376348821845409,0.03303237172428981,0.23122660207002868,0.0,0.016516185862144903,0.0,0.0,0.005505395287381636,0.0,0.0,0.011010790574763271,0.0,0.005505395287381636,0.060559348161197984,0.0,0.0,0.011010790574763271,0.027526976436908178,0.0,0.0,0.011010790574763271,0.0,0.0,0.005505395287381636,0.0,0.0,0.0,0.0,0.0,0.0,0.011010790574763271,0.005505395287381636,0.0,0.0,0.0,0.005505395287381636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005505395287381636,0.0,0.0,0.0,0.005505395287381636,0.005505395287381636,0.0,0.0,0.0,0.0,EX1
1111_P1,64.54112791138441,6.747251821589521,23.70804026449901,0.8760476772101251,2.194330960704207,0.008423535357789664,0.029482373752263827,0.6233416164764352,0.35800025270606073,0.004211767678894832,0.07581181822010698,0.025270606073368996,0.0,0.14741186876131912,0.19374131322916227,0.07160005054121216,0.1432001010824243,0.0,0.008423535357789664,0.004211767678894832,0.0,0.004211767678894832,0.03790590911005349,0.0,0.029482373752263827,0.0,0.004211767678894832,0.058964747504527654,0.004211767678894832,0.0,0.025270606073368996,0.0,0.0,0.0,0.008423535357789664,0.0,0.012635303036684498,0.0,0.0,0.0,0.008423535357789664,0.0,0.0,0.0,0.004211767678894832,0.008423535357789664,0.004211767678894832,0.0,0.0,0.0,0.0,0.012635303036684498,0.012635303036684498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004211767678894832,P1
