[1] "Asian_European,84, 0, 37,28, 0, 52,8, 0, 6,0.000499750124937531"
[1] "Gender..Male.0..Female.1.,47, 74,42, 38,10, 4,0.0239880059970015"
[1] "Smoking.status..Past.0..Current.1..Never.2.,21, 4, 96,24, 7, 49,6, 0, 8,0.0169915042478761"
[1] "Disease_severity,6, 47, 68,9, 21, 50,4, 2, 8,0.015992003998001"
[1] "Galactomannan,0.210306407,1.55579183955512,0.079310345,0.617556789970124,0.049096622,0.150967679181786,0.0145853610719484"
[1] "IL.1b,68.70007338,190828.671371162,29.701590375,241522.668418758,100.56951109,511303.935014448,0.0235606351447416"
[1] "IL.7,0.804429446,3.40316022185255,1.5407418125,5.59950261615269,0.5853291095,1.31839579620396,0.00646164883234497"
[1] "IL.8,825.1202942,3231202.93886043,339.79998205,15591252.3109365,1081.40187,6820537.9003408,0.000768182162938353"
[1] "MIP.1a,4.509423632,156.763358798553,2.7888457085,36.6843915639433,5.830988497,2822.98731792346,0.00856254793138372"
[1] "MIP.1b,7.853002123,726.520920243654,3.7391213975,43.7943847401998,5.647737632,2844.68428821078,4.97908233372741e-05"
[1] "PDGF.AA,0.457434489,15.9072721612603,0.4621092485,19.3008531748422,2.105010196,17.5329076023834,0.0253060426313983"
[1] "PDGF.AB.BB,2.000716982,23.3932148822229,1.0010807555,8.03902999815443,1.4960594235,8.46624371291633,0.0234335109376604"
[1] "TNFa,34.61521435,41973.1424134164,11.73349156,25594.5496662371,29.345186505,67990.0713708591,0.000699431305501085"
